100,7
200,9
300,10
400,9
500,10
600,11
700,10
800,10
900,10
1000,11
1100,11
1200,10
1300,11
1400,10
1500,11
1600,13
1700,15
1800,13
1900,12
2000,13
2100,12
2200,10
2300,12
2400,14
2500,14
2600,12
2700,15
2800,15
2900,12
3000,13
3100,12
3200,13
3300,12
3400,14
3500,14
3600,15
3700,12
3800,13
3900,15
4000,12
4100,15
4200,12
4300,13
4400,12
4500,14
4600,14
4700,13
4800,13
4900,14
5000,13
5100,14
5200,13
5300,12
5400,13
5500,15
5600,13
5700,13
5800,15
5900,13
6000,13
6100,16
6200,14
6300,14
6400,16
6500,15
6600,13
6700,13
6800,15
6900,13
7000,14
7100,12
7200,14
7300,13
7400,14
7500,14
7600,15
7700,14
7800,15
7900,15
8000,13
8100,15
8200,15
8300,13
8400,16
8500,14
8600,15
8700,15
8800,14
8900,19
9000,16
9100,15
9200,15
9300,13
9400,15
9500,15
9600,14
9700,13
9800,16
9900,14
10000,15
10100,13
10200,13
10300,14
10400,16
10500,16
10600,17
10700,15
10800,14
10900,16
11000,16
11100,14
11200,15
11300,15
11400,17
11500,15
11600,16
11700,15
11800,15
11900,14
12000,16
12100,16
12200,15
12300,16
12400,15
12500,16
12600,17
12700,15
12800,13
12900,17
13000,15
13100,13
13200,13
13300,16
13400,16
13500,16
13600,14
13700,18
13800,18
13900,15
14000,14
14100,16
14200,15
14300,14
14400,17
14500,14
14600,17
14700,15
14800,13
14900,17
15000,15
15100,19
15200,15
15300,15
15400,18
15500,16
15600,13
15700,16
15800,16
15900,15
16000,15
16100,15
16200,16
16300,15
16400,16
16500,16
16600,15
16700,15
16800,16
16900,13
17000,17
17100,15
17200,15
17300,17
17400,16
17500,15
17600,14
17700,18
17800,17
17900,15
18000,17
18100,15
18200,17
18300,16
18400,16
18500,18
18600,14
18700,18
18800,17
18900,16
19000,16
19100,16
19200,13
19300,15
19400,16
19500,17
19600,16
19700,15
19800,14
19900,15
20000,17
20100,16
20200,16
20300,16
20400,16
20500,17
20600,16
20700,16
20800,14
20900,14
21000,17
21100,15
21200,19
21300,18
21400,15
21500,17
21600,14
21700,15
21800,17
21900,15
22000,16
22100,14
22200,17
22300,17
22400,14
22500,17
22600,16
22700,17
22800,15
22900,16
23000,18
23100,18
23200,16
23300,15
23400,15
23500,19
23600,17
23700,19
23800,14
23900,16
24000,16
24100,17
24200,18
24300,16
24400,18
24500,20
24600,18
24700,16
24800,14
24900,14
25000,15
25100,16
25200,17
25300,17
25400,19
25500,17
25600,16
25700,15
25800,18
25900,16
26000,18
26100,19
26200,18
26300,16
26400,16
26500,18
26600,17
26700,15
26800,15
26900,16
27000,15
27100,16
27200,16
27300,17
27400,15
27500,19
27600,18
27700,16
27800,20
27900,17
28000,18
28100,18
28200,15
28300,17
28400,16
28500,19
28600,18
28700,14
28800,17
28900,15
29000,16
29100,17
29200,16
29300,15
29400,15
29500,18
29600,16
29700,15
29800,17
29900,17
30000,17
30100,15
30200,17
30300,15
30400,17
30500,20
30600,16
30700,16
30800,18
30900,19
31000,19
31100,18
31200,18
31300,17
31400,18
31500,16
31600,18
31700,15
31800,16
31900,17
32000,16
32100,15
32200,16
32300,16
32400,15
32500,17
32600,17
32700,17
32800,17
32900,15
33000,16
33100,16
33200,15
33300,19
33400,19
33500,16
33600,18
33700,17
33800,16
33900,16
34000,19
34100,17
34200,16
34300,19
34400,15
34500,15
34600,16
34700,18
34800,16
34900,17
35000,15
35100,19
35200,19
35300,18
35400,16
35500,17
35600,18
35700,19
35800,15
35900,16
36000,17
36100,16
36200,18
36300,15
36400,15
36500,16
36600,17
36700,18
36800,20
36900,16
37000,17
37100,19
37200,17
37300,17
37400,17
37500,20
37600,19
37700,17
37800,18
37900,18
38000,16
38100,18
38200,15
38300,17
38400,18
38500,17
38600,18
38700,17
38800,17
38900,18
39000,17
39100,16
39200,16
39300,16
39400,16
39500,15
39600,15
39700,16
39800,16
39900,16
40000,17
40100,16
40200,19
40300,16
40400,17
40500,17
40600,15
40700,16
40800,17
40900,17
41000,15
41100,16
41200,16
41300,18
41400,19
41500,18
41600,17
41700,17
41800,18
41900,19
42000,18
42100,19
42200,17
42300,15
42400,20
42500,17
42600,16
42700,14
42800,18
42900,18
43000,18
43100,16
43200,15
43300,17
43400,19
43500,20
43600,16
43700,18
43800,18
43900,17
44000,18
44100,17
44200,15
44300,17
44400,17
44500,16
44600,17
44700,15
44800,15
44900,19
45000,18
45100,17
45200,18
45300,18
45400,16
45500,17
45600,17
45700,18
45800,17
45900,16
46000,15
46100,16
46200,19
46300,16
46400,17
46500,18
46600,16
46700,17
46800,18
46900,18
47000,16
47100,19
47200,18
