100,7
200,8
300,9
400,9
500,9
600,10
700,10
800,10
900,10
1000,10
1100,11
1200,11
1300,11
1400,11
1500,11
1600,11
1700,11
1800,11
1900,11
2000,11
2100,12
2200,12
2300,12
2400,12
2500,12
2600,12
2700,12
2800,12
2900,12
3000,12
3100,12
3200,12
3300,12
3400,12
3500,12
3600,12
3700,12
3800,12
3900,12
4000,12
4100,13
4200,13
4300,13
4400,13
4500,13
4600,13
4700,13
4800,13
4900,13
5000,13
5100,13
5200,13
5300,13
5400,13
5500,13
5600,13
5700,13
5800,13
5900,13
6000,13
6100,13
6200,13
6300,13
6400,13
6500,13
6600,13
6700,13
6800,13
6900,13
7000,13
7100,13
7200,13
7300,13
7400,13
7500,13
7600,13
7700,13
7800,13
7900,13
8000,13
8100,13
8200,14
8300,14
8400,14
8500,14
8600,14
8700,14
8800,14
8900,14
9000,14
9100,14
9200,14
9300,14
9400,14
9500,14
9600,14
9700,14
9800,14
9900,14
10000,14
10100,14
10200,14
10300,14
10400,14
10500,14
10600,14
10700,14
10800,14
10900,14
11000,14
11100,14
11200,14
11300,14
11400,14
11500,14
11600,14
11700,14
11800,14
11900,14
12000,14
12100,14
12200,14
12300,14
12400,14
12500,14
12600,14
12700,14
12800,14
12900,14
13000,14
13100,14
13200,14
13300,14
13400,14
13500,14
13600,14
13700,14
13800,14
13900,14
14000,14
14100,14
14200,14
14300,14
14400,14
14500,14
14600,14
14700,14
14800,14
14900,14
15000,14
15100,14
15200,14
15300,14
15400,14
15500,14
15600,14
15700,14
15800,14
15900,14
16000,14
16100,14
16200,14
16300,14
16400,15
16500,15
16600,15
16700,15
16800,15
16900,15
17000,15
17100,15
17200,15
17300,15
17400,15
17500,15
17600,15
17700,15
17800,15
17900,15
18000,15
18100,15
18200,15
18300,15
18400,15
18500,15
18600,15
18700,15
18800,15
18900,15
19000,15
19100,15
19200,15
19300,15
19400,15
19500,15
19600,15
19700,15
19800,15
19900,15
20000,15
20100,15
20200,15
20300,15
20400,15
20500,15
20600,15
20700,15
20800,15
20900,15
21000,15
21100,15
21200,15
21300,15
21400,15
21500,15
21600,15
21700,15
21800,15
21900,15
22000,15
22100,15
22200,15
22300,15
22400,15
22500,15
22600,15
22700,15
22800,15
22900,15
23000,15
23100,15
23200,15
23300,15
23400,15
23500,15
23600,15
23700,15
23800,15
23900,15
24000,15
24100,15
24200,15
24300,15
24400,15
24500,15
24600,15
24700,15
24800,15
24900,15
25000,15
25100,15
25200,15
25300,15
25400,15
25500,15
25600,15
25700,15
25800,15
25900,15
26000,15
26100,15
26200,15
26300,15
26400,15
26500,15
26600,15
26700,15
26800,15
26900,15
27000,15
27100,15
27200,15
27300,15
27400,15
27500,15
27600,15
27700,15
27800,15
27900,15
28000,15
28100,15
28200,15
28300,15
28400,15
28500,15
28600,15
28700,15
28800,15
28900,15
29000,15
29100,15
29200,15
29300,15
29400,15
29500,15
29600,15
29700,15
29800,15
29900,15
30000,15
30100,15
30200,15
30300,15
30400,15
30500,15
30600,15
30700,15
30800,15
30900,15
31000,15
31100,15
31200,15
31300,15
31400,15
31500,15
31600,15
31700,15
31800,15
31900,15
32000,15
32100,15
32200,15
32300,15
32400,15
32500,15
32600,15
32700,15
32800,16
32900,16
33000,16
33100,16
33200,16
33300,16
33400,16
33500,16
33600,16
33700,16
33800,16
33900,16
34000,16
34100,16
34200,16
34300,16
34400,16
34500,16
34600,16
34700,16
34800,16
34900,16
35000,16
35100,16
35200,16
35300,16
35400,16
35500,16
35600,16
35700,16
35800,16
35900,16
36000,16
36100,16
36200,16
36300,16
36400,16
36500,16
36600,16
36700,16
36800,16
36900,16
37000,16
37100,16
37200,16
37300,16
37400,16
37500,16
37600,16
37700,16
37800,16
37900,16
38000,16
38100,16
38200,16
38300,16
38400,16
38500,16
38600,16
38700,16
38800,16
38900,16
39000,16
39100,16
39200,16
39300,16
39400,16
39500,16
39600,16
39700,16
39800,16
39900,16
40000,16
40100,16
40200,16
40300,16
40400,16
40500,16
40600,16
40700,16
40800,16
40900,16
41000,16
41100,16
41200,16
41300,16
41400,16
41500,16
41600,16
41700,16
41800,16
41900,16
42000,16
42100,16
42200,16
42300,16
